ORF	YF_GENE	OF_GENE
YNL025C	SSN8	SSN8
YNL026W	SAM50	SAM50
YNL027W	CRZ1	CRZ1
YNL028W	YNL028W	YNL028W
YNL029C	KTR5	KTR5
YNL030W	HHF2	HHF2
YNL031C	HHT2	HHT2
YNL032W	SIW14	SIW14
YNL033W	YNL033W	YNL033W
YNL034W	YNL034W	YNL034W
YNL035C	YNL035C	YNL035C
YNL036W	NCE103	NCE103
YNL037C	IDH1	IDH1
YNL038W	GPI15	GPI15
YNL039W	BDP1	BDP1
YNL040W	YNL040W	YNL040W
YNL041C	COG6	COG6
YNL042W	BOP3	BOP3
YNL042W-B	YNL042W-B	YNL042W-B
YNL043C	YNL043C	YNL043C
YNL044W	YIP3	YIP3
YNL045W	LAP2	LAP2
YNL046W	YNL046W	YNL046W
YNL047C	SLM2	SLM2
YNL048W	ALG11	ALG11
YNL049C	SFB2	SFB2
YNL050C	YNL050C	YNL050C
YNL051W	COG5	COG5
YNL052W	COX5A	COX5A
YNL053W	MSG5	MSG5
YNL054W	VAC7	VAC7
YNL055C	POR1	POR1
YNL056W	OCA2	OCA2
YNL057W	YNL057W	YNL057W
YNL058C	YNL058C	YNL058C
YNL059C	ARP5	ARP5
YNL061W	NOP2	NOP2
YNL062C	GCD10	GCD10
YNL063W	MTQ1	MTQ1
YNL064C	YDJ1	YDJ1
YNL065W	AQR1	AQR1
YNL066W	SUN4	SUN4
YNL067W	RPL9B	RPL9B
YNL067W-A	YNL067W-A	YNL067W-A
YNL067W-B	YNL067W-B	YNL067W-B
YNL068C	FKH2	FKH2
YNL069C	RPL16B	RPL16B
YNL070W	TOM7	TOM7
YNL071W	LAT1	LAT1
YNL072W	RNH201	RNH201
YNL073W	MSK1	MSK1
YNL074C	MLF3	MLF3
YNL075W	IMP4	IMP4
YNL076W	MKS1	MKS1
YNL077W	APJ1	APJ1
YNL078W	NIS1	NIS1
YNL079C	TPM1	TPM1
YNL080C	EOS1	EOS1
YNL081C	SWS2	SWS2
YNL082W	PMS1	PMS1
YNL083W	SAL1	SAL1
YNL084C	END3	END3
YNL085W	MKT1	MKT1
YNL086W	SNN1	SNN1
YNL087W	TCB2	TCB2
YNL088W	TOP2	TOP2
YNL089C	YNL089C	YNL089C
YNL090W	RHO2	RHO2
YNL091W	NST1	NST1
YNL092W	YNL092W	YNL092W
YNL093W	YPT53	YPT53
YNL094W	APP1	APP1
YNL095C	YNL095C	YNL095C
YNL096C	RPS7B	RPS7B
YNL097C	PHO23	PHO23
YNL097C-B	PLS1	YNL097C-B
YNL097W-A	NA	YNL097W-A
YNL098C	RAS2	RAS2
YNL099C	OCA1	OCA1
YNL100W	MIC27	MIC27
YNL101W	AVT4	AVT4
YNL102W	POL1	POL1
YNL103W	MET4	MET4
YNL103W-A	NA	YNL103W-A
YNL104C	LEU4	LEU4
YNL105W	YNL105W	RRT16
YNL106C	INP52	INP52
YNL107W	YAF9	YAF9
YNL108C	YNL108C	YNL108C
YNL109W	YNL109W	YNL109W
YNL110C	NOP15	NOP15
YNL111C	CYB5	CYB5
YNL112W	DBP2	DBP2
YNL113W	RPC19	RPC19
YNL114C	YNL114C	YNL114C
YNL115C	YNL115C	YNL115C
YNL116W	DMA2	DMA2
YNL117W	MLS1	MLS1
YNL118C	DCP2	DCP2
YNL119W	NCS2	NCS2
YNL120C	YNL120C	YNL120C
YNL121C	TOM70	TOM70
YNL122C	MRP35	YNL122C
YNL123W	NMA111	NMA111
YNL124W	NAF1	NAF1
YNL125C	ESBP6	ESBP6
YNL126W	SPC98	SPC98
YNL127W	FAR11	FAR11
YNL128W	TEP1	TEP1
YNL129W	NRK1	NRK1
YNL130C	CPT1	CPT1
YNL130C-A	DGR1	DGR1
YNL131W	TOM22	TOM22
YNL132W	KRE33	KRE33
YNL133C	FYV6	FYV6
YNL134C	YNL134C	YNL134C
YNL135C	FPR1	FPR1
YNL136W	EAF7	EAF7
YNL137C	NAM9	NAM9
YNL138W	SRV2	SRV2
YNL138W-A	YSF3	YSF3
YNL139C	THO2	THO2
YNL140C	YNL140C	YNL140C
YNL141W	AAH1	AAH1
YNL142W	MEP2	MEP2
YNL143C	YNL143C	YNL143C
YNL144C	YNL144C	YNL144C
YNL144W-A	NA	YNL144W-A
YNL145W	MFA2	MFA2
YNL146C-A	YNL146C-A	YNL146C-A
YNL146W	YNL146W	YNL146W
YNL147W	LSM7	LSM7
YNL148C	ALF1	ALF1
YNL149C	PGA2	PGA2
YNL150W	YNL150W	YNL150W
YNL151C	RPC31	RPC31
YNL152W	INN1	INN1
YNL153C	GIM3	GIM3
YNL154C	YCK2	YCK2
YNL155W	CUZ1	CUZ1
YNL156C	NSG2	NSG2
YNL157W	IGO1	IGO1
YNL158W	PGA1	PGA1
YNL159C	ASI2	ASI2
YNL160W	YGP1	YGP1
YNL161W	CBK1	CBK1
YNL162W	RPL42A	RPL42A
YNL162W-A	YNL162W-A	YNL162W-A
YNL163C	RIA1	RIA1
YNL164C	IBD2	IBD2
YNL165W	YNL165W	YNL165W
YNL166C	BNI5	BNI5
YNL167C	SKO1	SKO1
YNL168C	FMP41	FMP41
YNL169C	PSD1	PSD1
YNL170W	YNL170W	YNL170W
YNL171C	YNL171C	YNL171C
YNL172W	APC1	APC1
YNL173C	MDG1	MDG1
YNL174W	YNL174W	YNL174W
YNL175C	NOP13	NOP13
YNL176C	TDA7	TDA7
YNL177C	MRPL22	MRPL22
YNL178W	RPS3	RPS3
YNL179C	YNL179C	YNL179C
YNL180C	RHO5	RHO5
YNL181W	PBR1	PBR1
YNL182C	IPI3	IPI3
YNL183C	NPR1	NPR1
YNL184C	YNL184C	YNL184C
YNL185C	MRPL19	MRPL19
YNL186W	UBP10	UBP10
YNL187W	SWT21	SWT21
YNL188W	KAR1	KAR1
YNL189W	SRP1	SRP1
YNL190W	YNL190W	YNL190W
YNL191W	DUG3	DUG3
YNL192W	CHS1	CHS1
YNL193W	YNL193W	YNL193W
YNL194C	YNL194C	YNL194C
YNL195C	YNL195C	YNL195C
YNL196C	SLZ1	SLZ1
YNL197C	WHI3	WHI3
YNL198C	YNL198C	YNL198C
YNL199C	GCR2	GCR2
YNL200C	NNR1	NNR1
YNL201C	PSY2	PSY2
YNL202W	SPS19	SPS19
YNL203C	YNL203C	YNL203C
YNL204C	SPS18	SPS18
YNL205C	YNL205C	YNL205C
YNL206C	RTT106	RTT106
YNL207W	RIO2	RIO2
YNL208W	YNL208W	YNL208W
YNL209W	SSB2	SSB2
YNL210W	MER1	MER1
YNL211C	MRX7	MRX7
YNL212W	VID27	VID27
YNL213C	RRG9	RRG9
YNL214W	PEX17	PEX17
YNL215W	IES2	IES2
YNL216W	RAP1	RAP1
YNL217W	PPN2	YNL217W
YNL218W	MGS1	MGS1
YNL219C	ALG9	ALG9
YNL220W	ADE12	ADE12
YNL221C	POP1	POP1
YNL222W	SSU72	SSU72
YNL223W	ATG4	ATG4
YNL224C	SQS1	SQS1
YNL225C	CNM67	CNM67
YNL226W	YNL226W	YNL226W
YNL227C	JJJ1	JJJ1
YNL228W	YNL228W	YNL228W
YNL229C	URE2	URE2
YNL230C	ELA1	ELA1
YNL231C	PDR16	PDR16
YNL232W	CSL4	CSL4
YNL233W	BNI4	BNI4
YNL234W	YNL234W	YNL234W
YNL235C	YNL235C	YNL235C
YNL236W	SIN4	SIN4
YNL237W	YTP1	YTP1
YNL238W	KEX2	KEX2
YNL239W	LAP3	LAP3
YNL240C	NAR1	NAR1
YNL241C	ZWF1	ZWF1
YNL242W	ATG2	ATG2
YNL243W	SLA2	SLA2
YNL244C	SUI1	SUI1
YNL245C	CWC25	CWC25
YNL246W	VPS75	VPS75
YNL247W	CRS1	YNL247W
YNL248C	RPA49	RPA49
YNL249C	MPA43	MPA43
YNL250W	RAD50	RAD50
YNL251C	NRD1	NRD1
YNL252C	MRPL17	MRPL17
YNL253W	TEX1	TEX1
YNL254C	RTC4	RTC4
YNL255C	GIS2	GIS2
YNL256W	FOL1	FOL1
YNL257C	SIP3	SIP3
YNL258C	DSL1	DSL1
YNL259C	ATX1	ATX1
YNL260C	LTO1	LTO1
YNL261W	ORC5	ORC5
YNL262W	POL2	POL2
YNL263C	YIF1	YIF1
YNL264C	PDR17	PDR17
YNL265C	IST1	IST1
YNL266W	YNL266W	YNL266W
YNL267W	PIK1	PIK1
YNL268W	LYP1	LYP1
YNL269W	BSC4	BSC4
YNL270C	ALP1	ALP1
YNL271C	BNI1	BNI1
YNL272C	SEC2	SEC2
YNL273W	TOF1	TOF1
YNL274C	GOR1	GOR1
YNL275W	BOR1	BOR1
YNL276C	YNL276C	YNL276C
YNL277W	MET2	MET2
YNL277W-A	YNL277W-A	YNL277W-A
YNL278W	CAF120	CAF120
YNL279W	PRM1	PRM1
YNL280C	ERG24	ERG24
YNL281W	HCH1	HCH1
YNL282W	POP3	POP3
YNL283C	WSC2	WSC2
YNL284C	MRPL10	MRPL10
YNL285W	YNL285W	YNL285W
YNL286W	CUS2	CUS2
YNL287W	SEC21	SEC21
YNL288W	CAF40	CAF40
YNL289W	PCL1	PCL1
YNL290W	RFC3	RFC3
YNL291C	MID1	MID1
YNL292W	PUS4	PUS4
YNL293W	MSB3	MSB3
YNL294C	RIM21	RIM21
YNL295W	MRX6	MRX6
YNL296W	YNL296W	YNL296W
YNL297C	MON2	MON2
YNL298W	CLA4	CLA4
YNL299W	TRF5	TRF5
YNL300W	TOS6	TOS6
YNL301C	RPL18B	RPL18B
YNL302C	RPS19B	RPS19B
YNL303W	YNL303W	YNL303W
YNL304W	YPT11	YPT11
YNL305C	BXI1	BXI1
YNL306W	MRPS18	MRPS18
YNL307C	MCK1	MCK1
YNL308C	KRI1	KRI1
YNL309W	STB1	STB1
YNL310C	ZIM17	ZIM17
YNL311C	SKP2	SKP2
YNL312W	RFA2	RFA2
YNL313C	EMW1	EMW1
YNL314W	DAL82	DAL82
YNL315C	ATP11	ATP11
YNL316C	PHA2	PHA2
YNL317W	PFS2	PFS2
YNL318C	HXT14	HXT14
YNL319W	YNL319W	YNL319W
YNL320W	YNL320W	YNL320W
YNL321W	VNX1	VNX1
YNL322C	KRE1	KRE1
YNL323W	LEM3	LEM3
YNL324W	YNL324W	YNL324W
YNL325C	FIG4	FIG4
YNL326C	PFA3	PFA3
YNL327W	EGT2	EGT2
YNL328C	MDJ2	MDJ2
YNL329C	PEX6	PEX6
YNL330C	RPD3	RPD3
YNL331C	AAD14	AAD14
YNL332W	THI12	THI12
YNL333W	SNZ2	SNZ2
YNL334C	SNO2	SNO2
YNL335W	DDI3	DDI3
YNL336W	COS1	COS1
YNL337W	YNL337W	YNL337W
YNL338W	YNL338W	YNL338W
YNL339C	YRF1-6	YRF1-6
YNL339W-A	NA	YNL339W-A
YNL339W-B	NA	YNL339W-B
YNR001C	CIT1	CIT1
YNR001W-A	YNR001W-A	YNR001W-A
YNR002C	ATO2	ATO2
YNR003C	RPC34	RPC34
YNR003W-A	NA	YNR003W-A
YNR004W	SWM2	SWM2
YNR005C	YNR005C	YNR005C
YNR006W	VPS27	VPS27
YNR007C	ATG3	ATG3
YNR008W	LRO1	LRO1
YNR009W	NRM1	NRM1
YNR010W	CSE2	CSE2
YNR011C	PRP2	PRP2
YNR012W	URK1	URK1
YNR013C	PHO91	PHO91
YNR014W	YNR014W	YNR014W
YNR015W	SMM1	SMM1
YNR016C	ACC1	ACC1
YNR017W	TIM23	TIM23
YNR018W	RCF2	RCF2
YNR019W	ARE2	ARE2
YNR020C	ATP23	ATP23
YNR021W	YNR021W	YNR021W
YNR022C	MRPL50	MRPL50
YNR023W	SNF12	SNF12
YNR024W	MPP6	MPP6
YNR025C	YNR025C	YNR025C
YNR026C	SEC12	SEC12
YNR027W	BUD17	BUD17
YNR028W	CPR8	CPR8
YNR029C	ZNG1	YNR029C
YNR030W	ALG12	ALG12
YNR031C	SSK2	SSK2
YNR032C-A	HUB1	HUB1
YNR032W	PPG1	PPG1
YNR033W	ABZ1	ABZ1
YNR034W	SOL1	SOL1
YNR034W-A	EGO4	EGO4
YNR035C	ARC35	ARC35
YNR036C	MRPS12	MRPS12
YNR037C	RSM19	RSM19
YNR038W	DBP6	DBP6
YNR039C	ZRG17	ZRG17
YNR040W	MRX15	YNR040W
YNR041C	COQ2	COQ2
YNR042W	YNR042W	YNR042W
YNR043W	MVD1	MVD1
YNR044W	AGA1	AGA1
YNR045W	PET494	PET494
YNR046W	TRM112	TRM112
YNR047W	FPK1	FPK1
YNR048W	YNR048W	YNR048W
YNR049C	MSO1	MSO1
YNR050C	LYS9	LYS9
YNR051C	BRE5	BRE5
YNR052C	POP2	POP2
YNR053C	NOG2	NOG2
YNR054C	ESF2	ESF2
YNR055C	HOL1	HOL1
YNR056C	BIO5	BIO5
YNR057C	BIO4	BIO4
YNR058W	BIO3	BIO3
YNR059W	MNT4	MNT4
YNR060W	FRE4	FRE4
YNR061C	YNR061C	YNR061C
YNR062C	PUL3	YNR062C
YNR063W	PUL4	YNR063W
YNR064C	YNR064C	YNR064C
YNR065C	YNR065C	YNR065C
YNR066C	YNR066C	YNR066C
YNR067C	DSE4	DSE4
YNR068C	YNR068C	YNR068C
YNR069C	BSC5	BSC5
YNR070W	PDR18	PDR18
YNR071C	YNR071C	YNR071C
YNR072W	HXT17	HXT17
YNR073C	MAN2	MAN2
YNR074C	AIF1	AIF1
YNR075C-A	YNR075C-A	YNR075C-A
YNR075W	COS10	COS10
YNR076W	PAU6	PAU6
YNR077C	YNR077C	YNR077C
YOL001W	PHO80	PHO80
YOL002C	IZH2	IZH2
YOL003C	PFA4	PFA4
YOL004W	SIN3	SIN3
YOL005C	RPB11	RPB11
YOL006C	TOP1	TOP1
YOL007C	CSI2	CSI2
YOL008W	COQ10	COQ10
YOL009C	MDM12	MDM12
YOL010W	RCL1	RCL1
YOL011W	PLB3	PLB3
YOL012C	HTZ1	HTZ1
YOL013C	HRD1	HRD1
YOL013W-A	YOL013W-A	YOL013W-A
YOL013W-B	YOL013W-B	YOL013W-B
YOL014W	YOL014W	YOL014W
YOL015W	IRC10	IRC10
YOL016C	CMK2	CMK2
YOL017W	ESC8	ESC8
YOL018C	TLG2	TLG2
YOL019W	TOS7	YOL019W
YOL019W-A	YOL019W-A	YOL019W-A
YOL020W	TAT2	TAT2
YOL021C	DIS3	DIS3
YOL022C	TSR4	TSR4
YOL023W	IFM1	IFM1
YOL024W	YOL024W	YOL024W
YOL025W	LAG2	LAG2
YOL026C	MIM1	MIM1
YOL027C	MDM38	MDM38
YOL028C	YAP7	YAP7
YOL029C	YOL029C	YOL029C
YOL030W	GAS5	GAS5
YOL031C	SIL1	SIL1
YOL032W	OPI10	OPI10
YOL033W	MSE1	MSE1
YOL034W	SMC5	SMC5
YOL035C	YOL035C	YOL035C
YOL036W	YOL036W	YOL036W
YOL037C	YOL037C	YOL037C
YOL038C-A	YOL038C-A	YOL038C-A
YOL038W	PRE6	PRE6
YOL039W	RPP2A	RPP2A
YOL040C	RPS15	RPS15
YOL041C	NOP12	NOP12
YOL042W	NGL1	NGL1
YOL043C	NTG2	NTG2
YOL044W	PEX15	PEX15
YOL045W	PSK2	PSK2
YOL046C	YOL046C	YOL046C
YOL047C	LDS2	LDS2
YOL048C	RRT8	RRT8
YOL049W	GSH2	GSH2
YOL050C	YOL050C	YOL050C
YOL051W	GAL11	GAL11
YOL052C	SPE2	SPE2
YOL052C-A	DDR2	DDR2
YOL053W	AIM39	AIM39
YOL054W	PSH1	PSH1
YOL055C	THI20	THI20
YOL056W	GPM3	GPM3
YOL057W	YOL057W	YOL057W
YOL058W	ARG1	ARG1
YOL059W	GPD2	GPD2
YOL060C	MAM3	MAM3
YOL061W	PRS5	PRS5
YOL062C	APM4	APM4
YOL063C	CRT10	CRT10
YOL064C	MET22	MET22
YOL065C	INP54	INP54
YOL066C	RIB2	RIB2
YOL067C	RTG1	RTG1
YOL068C	HST1	HST1
YOL069W	NUF2	NUF2
YOL070C	NBA1	NBA1
YOL071W	SDH5	SDH5
YOL072W	THP1	THP1
YOL073C	DSC2	DSC2
YOL075C	YOL075C	YOL075C
YOL076W	MDM20	MDM20
YOL077C	BRX1	BRX1
YOL077W-A	ATP19	ATP19
YOL078W	AVO1	AVO1
YOL079W	YOL079W	YOL079W
YOL080C	REX4	REX4
YOL081W	IRA2	IRA2
YOL082W	ATG19	ATG19
YOL083C-A	NA	YOL083C-A
YOL083W	ATG34	ATG34
YOL084W	PHM7	PHM7
YOL085C	YOL085C	YOL085C
YOL085W-A	NA	YOL085W-A
YOL086C	ADH1	ADH1
YOL086W-A	MHF1	MHF1
YOL087C	DUF1	DUF1
YOL088C	MPD2	MPD2
YOL089C	HAL9	HAL9
YOL090W	MSH2	MSH2
YOL091W	SPO21	SPO21
YOL092W	YPQ1	YPQ1
YOL093W	TRM10	TRM10
YOL094C	RFC4	RFC4
YOL095C	HMI1	HMI1
YOL096C	COQ3	COQ3
YOL097C	WRS1	WRS1
YOL097W-A	YOL097W-A	YOL097W-A
YOL098C	SDD3	SDD3
YOL099C	YOL099C	YOL099C
YOL100W	PKH2	PKH2
YOL101C	IZH4	IZH4
YOL102C	TPT1	TPT1
YOL103W	ITR2	ITR2
YOL104C	NDJ1	NDJ1
YOL105C	WSC3	WSC3
YOL106W	YOL106W	YOL106W
YOL107W	YOL107W	YOL107W
YOL108C	INO4	INO4
YOL109W	ZEO1	ZEO1
YOL110W	SHR5	SHR5
YOL111C	MDY2	MDY2
YOL112W	MSB4	MSB4
YOL113W	SKM1	SKM1
YOL114C	PTH4	PTH4
YOL115W	PAP2	PAP2
YOL116W	MSN1	MSN1
YOL117W	RRI2	RRI2
YOL118C	YOL118C	YOL118C
YOL119C	MCH4	MCH4
YOL120C	RPL18A	RPL18A
YOL121C	RPS19A	RPS19A
YOL122C	SMF1	SMF1
YOL123W	HRP1	HRP1
YOL124C	TRM11	TRM11
YOL125W	TRM13	TRM13
YOL126C	MDH2	MDH2
YOL127W	RPL25	RPL25
YOL128C	YGK3	YGK3
YOL129W	VPS68	VPS68
YOL130W	ALR1	ALR1
YOL131W	YOL131W	YOL131W
YOL132W	GAS4	GAS4
YOL133W	HRT1	HRT1
YOL134C	YOL134C	YOL134C
YOL135C	MED7	MED7
YOL136C	PFK27	PFK27
YOL137W	BSC6	BSC6
YOL138C	RTC1	RTC1
YOL139C	CDC33	CDC33
YOL140W	ARG8	ARG8
YOL141W	PPM2	PPM2
YOL142W	RRP40	RRP40
YOL143C	RIB4	RIB4
YOL144W	NOP8	NOP8
YOL145C	CTR9	CTR9
YOL146W	PSF3	PSF3
YOL147C	PEX11	PEX11
YOL148C	SPT20	SPT20
YOL149W	DCP1	DCP1
YOL150C	YOL150C	YOL150C
YOL151W	GRE2	GRE2
YOL152W	FRE7	FRE7
YOL154W	ZPS1	ZPS1
YOL155C	HPF1	HPF1
YOL155W-A	YOL155W-A	YOL155W-A
YOL156W	HXT11	HXT11
YOL157C	IMA2	IMA2
YOL158C	ENB1	ENB1
YOL159C	CSS3	CSS3
YOL159C-A	YOL159C-A	YOL159C-A
YOL160W	YOL160W	YOL160W
YOL161C	PAU20	PAU20
YOL162W	YOL162W	YOL162W
YOL163W	YOL163W	YOL163W
YOL164W	BDS1	BDS1
YOL164W-A	YOL164W-A	YOL164W-A
YOL165C	AAD15	AAD15
YOL166C	YOL166C	YOL166C
YOL166W-A	YOL166W-A	YOL166W-A
YOR001W	RRP6	RRP6
YOR002W	ALG6	ALG6
YOR003W	YSP3	YSP3
YOR004W	UTP23	UTP23
YOR005C	DNL4	DNL4
YOR006C	TSR3	TSR3
YOR007C	SGT2	SGT2
YOR008C	SLG1	SLG1
YOR008C-A	YOR008C-A	YOR008C-A
YOR008W-B	YOR008W-B	YOR008W-B
YOR009W	TIR4	TIR4
YOR010C	TIR2	TIR2
YOR011W	AUS1	AUS1
YOR011W-A	YOR011W-A	YOR011W-A
YOR012W	YOR012W	YOR012W
YOR013W	YOR013W	IRC11
YOR014W	RTS1	RTS1
YOR015W	YOR015W	YOR015W
YOR016C	ERP4	ERP4
YOR017W	PET127	PET127
YOR018W	ROD1	ROD1
YOR019W	YOR019W	YOR019W
YOR020C	HSP10	HSP10
YOR020W-A	MCO10	YOR020W-A
YOR021C	SFM1	SFM1
YOR022C	DDL1	DDL1
YOR023C	AHC1	AHC1
YOR024W	YOR024W	YOR024W
YOR025W	HST3	HST3
YOR026W	BUB3	BUB3
YOR027W	STI1	STI1
YOR028C	CIN5	CIN5
YOR029W	YOR029W	YOR029W
YOR030W	DFG16	DFG16
YOR032C	HMS1	HMS1
YOR032W-A	YOR032W-A	YOR032W-A
YOR033C	EXO1	EXO1
YOR034C	AKR2	AKR2
YOR034C-A	YOR034C-A	YOR034C-A
YOR035C	SHE4	SHE4
YOR036W	PEP12	PEP12
YOR037W	CYC2	CYC2
YOR038C	HIR2	HIR2
YOR039W	CKB2	CKB2
YOR040W	GLO4	GLO4
YOR041C	YOR041C	YOR041C
YOR042W	CUE5	CUE5
YOR043W	WHI2	WHI2
YOR044W	IRC23	IRC23
YOR045W	TOM6	TOM6
YOR046C	DBP5	DBP5
YOR047C	STD1	STD1
YOR048C	RAT1	RAT1
YOR049C	RSB1	RSB1
YOR050C	YOR050C	YOR050C
YOR051C	ETT1	ETT1
YOR052C	TMC1	TMC1
YOR053W	YOR053W	YOR053W
YOR054C	VHS3	VHS3
YOR055W	YOR055W	YOR055W
YOR056C	NOB1	NOB1
YOR057W	SGT1	SGT1
YOR058C	ASE1	ASE1
YOR059C	LPL1	LPL1
YOR060C	SLD7	SLD7
YOR061W	CKA2	CKA2
YOR062C	YOR062C	YOR062C
YOR063W	RPL3	RPL3
YOR064C	YNG1	YNG1
YOR065W	CYT1	CYT1
YOR066W	MSA1	MSA1
YOR067C	ALG8	ALG8
YOR068C	VAM10	VAM10
YOR069W	VPS5	VPS5
YOR070C	GYP1	GYP1
YOR071C	NRT1	NRT1
YOR072W	YOR072W	YOR072W
YOR072W-A	NA	YOR072W-A
YOR072W-B	YOR072W-B	YOR072W-B
YOR073W	SGO1	SGO1
YOR073W-A	NA	YOR073W-A
YOR074C	CDC21	CDC21
YOR075W	UFE1	UFE1
YOR076C	SKI7	SKI7
YOR077W	RTS2	RTS2
YOR078W	BUD21	BUD21
YOR079C	ATX2	ATX2
YOR080W	DIA2	DIA2
YOR081C	TGL5	TGL5
YOR082C	YOR082C	YOR082C
YOR083W	WHI5	WHI5
YOR084W	LPX1	LPX1
YOR085W	OST3	OST3
YOR086C	TCB1	TCB1
YOR087W	YVC1	YVC1
YOR089C	VPS21	VPS21
YOR090C	PTC5	PTC5
YOR091W	TMA46	TMA46
YOR092W	ECM3	ECM3
YOR093C	CMR2	CMR2
YOR094W	ARF3	ARF3
YOR095C	RKI1	RKI1
YOR096W	RPS7A	RPS7A
YOR097C	YOR097C	YOR097C
YOR098C	NUP1	NUP1
YOR099W	KTR1	KTR1
YOR100C	CRC1	CRC1
YOR101W	RAS1	RAS1
YOR102W	YOR102W	YOR102W
YOR103C	OST2	OST2
YOR104W	PIN2	PIN2
YOR105W	YOR105W	YOR105W
YOR106W	VAM3	VAM3
YOR107W	RGS2	RGS2
YOR108C-A	NA	YOR108C-A
YOR108W	LEU9	LEU9
YOR109W	INP53	INP53
YOR110W	TFC7	TFC7
YOR111W	YOR111W	YOR111W
YOR112W	CEX1	CEX1
YOR113W	AZF1	AZF1
YOR114W	DPI34	YOR114W
YOR115C	TRS33	TRS33
YOR116C	RPO31	RPO31
YOR117W	RPT5	RPT5
YOR118W	RTC5	RTC5
YOR119C	RIO1	RIO1
YOR120W	GCY1	GCY1
YOR121C	YOR121C	YOR121C
YOR122C	PFY1	PFY1
YOR123C	LEO1	LEO1
YOR124C	UBP2	UBP2
YOR125C	CAT5	CAT5
YOR126C	IAH1	IAH1
YOR127W	RGA1	RGA1
YOR128C	ADE2	ADE2
YOR129C	AFI1	AFI1
YOR130C	ORT1	ORT1
YOR131C	YOR131C	YOR131C
YOR132W	VPS17	VPS17
YOR133W	EFT1	EFT1
YOR134W	BAG7	BAG7
YOR135C	IRC14	IRC14
YOR136W	IDH2	IDH2
YOR137C	SIA1	SIA1
YOR138C	RUP1	RUP1
YOR139C	YOR139C	YOR139C
YOR140W	SFL1	SFL1
YOR141C	ARP8	ARP8
YOR142W	LSC1	LSC1
YOR143C	THI80	THI80
YOR144C	ELG1	ELG1
YOR145C	PNO1	PNO1
YOR146W	YOR146W	YOR146W
YOR147W	MDM32	MDM32
YOR148C	SPP2	SPP2
YOR149C	SMP3	SMP3
YOR150W	MRPL23	MRPL23
YOR151C	RPB2	RPB2
YOR152C	ATG40	ATG40
YOR153W	PDR5	PDR5
YOR154W	SLP1	SLP1
YOR155C	ISN1	ISN1
YOR156C	NFI1	NFI1
YOR157C	PUP1	PUP1
YOR158W	PET123	PET123
YOR159C	SME1	SME1
YOR160W	MTR10	MTR10
YOR161C	PNS1	PNS1
YOR161C-C	YOR161C-C	YOR161C-C
YOR161W-A	NA	YOR161W-A
YOR161W-B	NA	YOR161W-B
YOR162C	YRR1	YRR1
YOR163W	DDP1	DDP1
YOR164C	GET4	GET4
YOR165W	SEY1	SEY1
YOR166C	SWT1	SWT1
YOR167C	RPS28A	RPS28A
YOR168W	GLN4	GLN4
YOR169C	YOR169C	YOR169C
YOR170W	YOR170W	YOR170W
YOR171C	LCB4	LCB4
YOR172W	YRM1	YRM1
YOR173W	DCS2	DCS2
YOR174W	MED4	MED4
YOR175C	ALE1	ALE1
YOR176W	HEM15	HEM15
YOR177C	MPC54	MPC54
YOR178C	GAC1	GAC1
YOR179C	SYC1	SYC1
YOR180C	DCI1	DCI1
YOR181W	LAS17	LAS17
YOR182C	RPS30B	RPS30B
YOR183W	FYV12	FYV12
YOR184W	SER1	SER1
YOR185C	GSP2	GSP2
YOR186C-A	NA	YOR186C-A
YOR186W	YOR186W	YOR186W
YOR187W	TUF1	TUF1
YOR188W	MSB1	MSB1
YOR189W	IES4	IES4
YOR190W	SPR1	SPR1
YOR191W	ULS1	ULS1
YOR192C	THI72	THI72
YOR192C-C	YOR192C-C	YOR192C-C
YOR193W	PEX27	PEX27
YOR194C	TOA1	TOA1
YOR195W	SLK19	SLK19
YOR196C	LIP5	LIP5
YOR197W	MCA1	MCA1
YOR198C	BFR1	BFR1
YOR199W	YOR199W	YOR199W
YOR200W	YOR200W	YOR200W
YOR201C	MRM1	MRM1
YOR202W	HIS3	HIS3
YOR203W	YOR203W	YOR203W
YOR204W	DED1	DED1
YOR205C	GEP3	GEP3
YOR206W	NOC2	NOC2
YOR207C	RET1	RET1
YOR208W	PTP2	PTP2
YOR209C	NPT1	NPT1
YOR210W	RPB10	RPB10
YOR211C	MGM1	MGM1
YOR212W	STE4	STE4
YOR213C	SAS5	SAS5
YOR214C	SPR2	SPR2
YOR215C	AIM41	AIM41
YOR216C	RUD3	RUD3
YOR217W	RFC1	RFC1
YOR218C	YOR218C	YOR218C
YOR219C	STE13	STE13
YOR220W	RCN2	RCN2
YOR221C	MCT1	MCT1
YOR222W	ODC2	ODC2
YOR223W	DSC3	DSC3
YOR224C	RPB8	RPB8
YOR225W	YOR225W	YOR225W
YOR226C	ISU2	ISU2
YOR227W	HER1	HER1
YOR228C	MCP1	MCP1
YOR229W	WTM2	WTM2
YOR230W	WTM1	WTM1
YOR231C-A	NA	YOR231C-A
YOR231W	MKK1	MKK1
YOR232W	MGE1	MGE1
YOR233W	KIN4	KIN4
YOR234C	RPL33B	RPL33B
YOR235W	IRC13	IRC13
YOR236W	DFR1	DFR1
YOR237W	HES1	HES1
YOR238W	YOR238W	YOR238W
YOR239W	ABP140	ABP140
YOR241W	MET7	MET7
YOR242C	SSP2	SSP2
YOR243C	PUS7	PUS7
