ID	yeasTSSdb (+/- 100bp)	>10% overlap with predicted UTRs (Nagalakshmi 2008)	chr	db	type	end5	end3	length	strand	gene_id_up	strand_up	up_gene_name	gene_id_down	strand_down	down_gene_name	baseMean_wt	log2FoldChange_wt	TPMs_wt	lfcSE_wt	pvalue_wt	padj_wt	baseMean_kar4	log2FoldChange_kar4	TPMs_kar4	lfcSE_kar4	pvalue_kar4	padj_kar4	Kar4 dependent_kar4	baseMean_ste12	log2FoldChange_ste12	TPMs_ste12	lfcSE_ste12	pvalue_ste12	padj_ste12	Ste12 dependent_ste12	Max(|Log2FC|)_ste12
MSTRG.251		YFL026W_3UTR	VI	StringTie	transcript	83926	84207	281	+	YFL026W	+	STE2	NA	NA	NA	306.98	-0.04	15153.27	0.11	6.96E-01	8.51E-01	337.23	-0.37	15938.04	0.12	1.99E-03	7.86E-03	Y	109.04	-0.26	3853.31	0.16	2.82E-02	1.78E-01		0.366348731
MSTRG.414			XI	StringTie	transcript	259961	260651	690	-	YKL096W-A	+	CWP2	YKL096W	+	CWP1	6.60	0.08	124.42	0.34	6.92E-01	8.51E-01	6.68	0.18	139.07	0.42	5.42E-01	6.81E-01		11.61	0.12	158.28	0.23	2.50E-01	5.82E-01		0.183544977
MSTRG.37	CP_supported		II	StringTie	transcript	418355	418654	299	+	YBR085W	+	AAC3	YBR085C-A	-	YBR085C-A	10.04	0.07	451.31	0.30	6.93E-01	8.51E-01	7.88	0.24	375.02	0.40	4.31E-01	5.86E-01		14.11	0.12	466.01	0.22	2.68E-01	5.96E-01		0.235003707
MSTRG.316			VII	StringTie	transcript	878412	880037	1625	+	YGR189C	-	CRH1	YGR190C	-	YGR190C	105.50	0.08	1052.38	0.44	6.95E-01	8.51E-01	86.73	-0.07	684.30	0.56	8.27E-01	9.00E-01		62.70	-0.04	233.13	0.25	4.77E-01	7.72E-01		0.08059592
MSTRG.385	CP_supported		X	StringTie	transcript	375053	375841	788	+	tR(UCU)J2	-	tR(UCU)J2	YJL037W	+	IRC18	22.31	-0.07	402.69	0.24	6.95E-01	8.51E-01	19.60	-0.24	312.70	0.30	3.52E-01	5.09E-01		39.33	0.06	440.45	0.18	6.00E-01	8.38E-01		0.237552284
MSTRG.526			XIII	StringTie	transcript	898025	898326	301	-	YMR311C	-	GLC8	YMR312W	+	ELP6	7.30	-0.08	372.99	0.33	6.89E-01	8.51E-01	8.05	-0.21	367.21	0.41	4.79E-01	6.36E-01		11.97	0.04	364.94	0.22	7.08E-01	9.00E-01		0.21141087
MSTRG.390	CP_supported		X	StringTie	transcript	539479	540483	1004	-	YJR055W	+	HIT1	tD(GUC)J4	+	tD(GUC)J4	30.84	0.07	428.30	0.21	6.92E-01	8.51E-01	35.02	-0.08	506.00	0.23	7.00E-01	8.04E-01		37.22	0.01	356.17	0.17	9.51E-01	9.92E-01		0.080969523
MSTRG.583			XV	StringTie	transcript	42886	43200	314	+	YOL152W	+	FRE7	YOL151W	+	GRE2	8.38	0.07	378.32	0.32	7.01E-01	8.55E-01	8.63	0.27	359.99	0.39	3.67E-01	5.21E-01		16.47	0.38	425.58	0.29	3.86E-03	4.71E-02		0.380913646
MSTRG.286	CP_supported		VII	StringTie	transcript	412970	413199	229	-	tV(AAC)G1	-	tV(AAC)G1	YGL045W	+	RIM8	5.42	0.07	306.98	0.36	7.03E-01	8.55E-01	4.85	-0.33	340.35	0.47	2.91E-01	4.46E-01		7.48	-0.01	315.13	0.23	9.47E-01	1.00E+00		0.334660561
MSTRG.662	CP_supported		XVI	StringTie	transcript	544049	544386	337	+	YPL007C	-	TFC8	YPL006W	+	NCR1	17.65	-0.07	679.45	0.26	7.07E-01	8.58E-01	17.91	0.08	671.32	0.31	7.45E-01	8.34E-01		26.33	0.08	733.59	0.19	4.55E-01	7.53E-01		0.084498591
MSTRG.491			XIII	StringTie	transcript	277750	279839	2089	+	YMR006C	-	PLB2	YMR007W	+	YMR007W	105.29	-0.05	701.27	0.16	7.20E-01	8.62E-01	95.88	-0.09	632.62	0.16	5.62E-01	6.99E-01		222.96	0.28	1028.30	0.16	1.77E-02	1.41E-01		0.280890333
MSTRG.439	CP_supported		XII	StringTie	transcript	28729	29647	918	-	YLL056C	-	YLL056C	YLL055W	+	YCT1	10.03	-0.07	153.04	0.30	7.13E-01	8.62E-01	12.88	0.12	199.80	0.34	6.63E-01	7.79E-01		11.34	0.11	117.36	0.23	2.80E-01	6.00E-01		0.119780345
MSTRG.19			II	StringTie	transcript	28469	29030	561	-	YBL100W-C	+	YBL100W-C	YBL100W-B	+	YBL100W-B	62.35	-0.07	1415.90	0.33	7.26E-01	8.62E-01	69.34	0.13	1782.94	0.35	6.39E-01	7.57E-01		78.05	0.11	1385.01	0.16	3.07E-01	6.22E-01		0.130906548
MSTRG.45			II	StringTie	transcript	589662	591176	1514	-	YBR179C	-	FZO1	YBR181C	-	RPS6A	24.83	0.06	234.19	0.23	7.25E-01	8.62E-01	24.61	-0.29	213.96	0.26	2.11E-01	3.56E-01		44.96	-0.11	271.23	0.18	3.31E-01	6.33E-01		0.290704
MSTRG.444			XII	StringTie	transcript	219924	220288	364	-	YLR035C-A	-	YLR035C-A	YLR036C	-	YLR036C	53.10	0.05	1902.17	0.19	7.28E-01	8.62E-01	94.03	-0.18	3480.67	0.16	2.56E-01	4.08E-01		56.90	0.08	1513.18	0.23	3.71E-01	6.65E-01		0.178341149
MSTRG.335			VIII	StringTie	transcript	10630	11659	1029	-	YHL046W-A	+	YHL046W-A	YHL046C	-	PAU13	27.42	0.06	389.16	0.22	7.27E-01	8.62E-01	27.59	0.25	357.80	0.25	2.71E-01	4.25E-01		56.38	0.07	515.43	0.16	5.00E-01	7.87E-01		0.24697054
MSTRG.474			XII	StringTie	transcript	854731	855171	440	+	YLR364W	+	GRX8	YLR365W	+	YLR365W	8.93	-0.07	272.40	0.31	7.22E-01	8.62E-01	6.94	-0.14	210.52	0.40	6.31E-01	7.53E-01		15.30	-0.07	314.85	0.21	5.30E-01	8.00E-01		0.142770052
MSTRG.174			Mito	StringTie	transcript	34039	34565	526	+	NA	NA	NA	tE(UUC)Q	+	tE(UUC)Q	3.48	0.07	62.77	0.41	7.22E-01	8.62E-01	4.58	-0.06	119.38	0.47	8.34E-01	9.00E-01		11.07	0.06	207.47	0.22	5.47E-01	8.04E-01		0.0715887
MSTRG.186			Mito	StringTie	transcript	73070	73362	292	+	tM(CAU)Q1	+	tM(CAU)Q1	Q0250	+	COX2	10.65	0.07	529.91	0.30	7.22E-01	8.62E-01	15.38	0.03	738.16	0.31	9.17E-01	9.51E-01		27.86	0.07	963.56	0.19	5.41E-01	8.04E-01		0.068961597
MSTRG.148			IX	StringTie	transcript	29621	30113	492	+	NA	NA	NA	YIL166C	-	YIL166C	8.03	-0.07	237.81	0.32	7.17E-01	8.62E-01	9.38	-0.03	271.54	0.37	9.13E-01	9.49E-01		10.87	-0.02	183.46	0.22	7.98E-01	9.57E-01		0.0685508
MSTRG.575	CP_supported		XV	StringTie	transcript	4232	5302	1070	-	YOL164W-A	+	YOL164W-A	YOL164W	+	BDS1	48.06	-0.06	639.12	0.19	7.11E-01	8.62E-01	56.08	-0.37	762.19	0.21	5.60E-02	1.33E-01		116.70	0.02	1045.31	0.13	8.29E-01	9.71E-01		0.36611086
MSTRG.479			XIII	StringTie	transcript	4783	6309	1526	+	NA	NA	NA	YML132W	+	COS3	9.81	0.06	81.05	0.31	7.29E-01	8.62E-01	6.73	0.30	49.42	0.42	3.24E-01	4.81E-01		14.60	-0.01	95.33	0.21	9.57E-01	9.92E-01		0.301359082
MSTRG.58	CP_supported		III	StringTie	transcript	112768	113080	312	-	YCL001W	+	RER1	YCL001W-A	+	YCL001W-A	6.49	0.07	295.07	0.33	7.28E-01	8.62E-01	5.71	0.28	259.43	0.44	3.62E-01	5.19E-01		9.67	0.00	306.84	0.22	9.85E-01	1.00E+00		0.281778827
MSTRG.380	CP_supported		X	StringTie	transcript	223820	224038	218	+	YJL106W	+	IME2	YJL105W	+	SET4	3.19	-0.07	186.77	0.41	7.28E-01	8.62E-01	2.83	0.48	181.49	0.60	1.62E-01	2.92E-01		7.47	0.17	316.12	0.25	8.05E-02	1.00E+00		0.476290268
MSTRG.512			XIII	StringTie	transcript	701267	701550	283	-	YMR216C	-	SKY1	YMR217W	+	GUA1	11.08	-0.06	601.50	0.30	7.44E-01	8.71E-01	10.22	-0.68	528.82	0.42	2.96E-02	7.82E-02		21.18	0.07	732.59	0.20	5.43E-01	8.04E-01		0.676302019
MSTRG.78	CP_supported		IV	StringTie	transcript	18617	20125	1508	-	YDL243C	-	AAD4	YDL241W	+	YDL241W	164.42	0.04	1547.77	0.13	7.45E-01	8.71E-01	204.46	0.39	1809.33	0.13	1.87E-03	7.46E-03	Y	265.12	-0.05	1718.22	0.11	5.84E-01	8.19E-01		0.388439839
MSTRG.527			XIII	StringTie	transcript	906747	907286	539	-	YMR316C-A	-	YMR316C-A	YMR316C-B	-	YMR316C-B	13.18	-0.06	353.74	0.27	7.40E-01	8.71E-01	17.89	0.00	443.68	0.32	9.93E-01	9.93E-01		28.30	-0.05	489.99	0.19	6.62E-01	8.74E-01		0.0599839
MSTRG.473	CP_supported		XII	StringTie	transcript	809104	809392	288	+	YLR341W	+	SPO77	YLR342W	+	FKS1	10.66	0.06	468.49	0.30	7.42E-01	8.71E-01	9.41	-0.25	436.20	0.37	3.79E-01	5.37E-01		27.29	-0.02	935.05	0.18	8.87E-01	9.81E-01		0.253338216
MSTRG.536	CP_supported		XIV	StringTie	transcript	270246	270459	213	+	YNL197C	-	WHI3	YNL195C	-	YNL195C	4.91	-0.06	272.38	0.37	7.44E-01	8.71E-01	5.28	0.25	324.80	0.47	4.25E-01	5.81E-01		9.10	0.00	373.28	0.22	9.59E-01	1.00E+00		0.249470026
MSTRG.529			XIV	StringTie	transcript	65446	65716	270	-	YNL301C	-	RPL18B	YNL300W	+	TOS6	5.06	0.06	214.22	0.36	7.42E-01	8.71E-01	6.91	0.08	367.06	0.41	7.84E-01	8.63E-01		6.53	-0.08	202.71	0.24	3.55E-01	1.00E+00		0.082970359
MSTRG.405			XI	StringTie	transcript	11396	14387	2991	+	YKL220C	-	FRE2	YKL219W	+	COS9	13.55	-0.06	63.92	0.28	7.47E-01	8.71E-01	35.66	1.85	125.17	0.30	5.56E-12	8.10E-11	Y	21.95	0.01	67.88	0.20	8.98E-01	9.83E-01		1.850407596
MSTRG.367			VIII	StringTie	transcript	556209	556527	318	-	YHR216W	+	IMD2	YHR217C	-	YHR217C	5.44	0.06	248.83	0.35	7.51E-01	8.75E-01	4.41	-0.09	152.69	0.47	7.77E-01	8.58E-01		29.04	0.05	632.68	0.23	5.71E-01	8.18E-01		0.087498297
MSTRG.5			I	StringTie	transcript	28450	29439	989	+	YAL063C	-	FLO9	NA	NA	NA	6.25	0.06	75.37	0.35	7.55E-01	8.76E-01	13.08	1.84	135.92	0.51	4.22E-06	2.97E-05	Y	13.97	0.16	111.26	0.23	1.49E-01	4.88E-01		1.843350556
MSTRG.304	CP_supported		VII	StringTie	transcript	733278	733533	255	-	YGR121C	-	MEP1	YGR122W	+	YGR122W	7.87	-0.06	492.11	0.33	7.55E-01	8.76E-01	10.49	0.21	593.04	0.37	4.66E-01	6.24E-01		14.42	0.00	570.86	0.21	1.00E+00	1.00E+00		0.20892184
MSTRG.160	CP_supported		IX	StringTie	transcript	357109	357433	324	+	YIR001C	-	SGN1	NA	NA	NA	22.29	-0.05	914.29	0.24	7.56E-01	8.76E-01	22.26	-0.36	938.27	0.28	1.36E-01	2.56E-01		34.00	-0.11	1089.46	0.19	3.29E-01	6.33E-01		0.359653729
MSTRG.184			Mito	StringTie	transcript	69846	70117	271	-	tA(UGC)Q	+	tA(UGC)Q	tI(GAU)Q	+	tI(GAU)Q	6.39	-0.06	306.36	0.34	7.60E-01	8.78E-01	6.10	-0.14	272.82	0.43	6.39E-01	7.57E-01		15.58	0.14	524.14	0.22	2.06E-01	5.48E-01		0.14226682
MSTRG.285	CP_supported		VII	StringTie	transcript	345291	345733	442	-	YGL089C	-	MF(ALPHA)2	YGL088W	+	YGL088W	10.23	-0.06	342.54	0.30	7.63E-01	8.81E-01	9.53	0.14	329.00	0.38	6.35E-01	7.56E-01		11.14	0.01	231.56	0.21	9.51E-01	9.92E-01		0.137507764
MSTRG.467	CP_supported		XII	StringTie	transcript	665209	665492	283	-	YLR259C	-	HSP60	YLR260W	+	LCB5	6.51	0.06	346.44	0.34	7.65E-01	8.81E-01	7.28	0.10	365.72	0.40	7.25E-01	8.17E-01		13.73	-0.07	476.68	0.21	5.36E-01	8.04E-01		0.10459024
MSTRG.636			XVI	StringTie	transcript	2362	7171	4809	+	YPL283W-A	+	YPL283W-A	YPL282C	-	PAU21	13.87	-0.05	38.64	0.28	7.75E-01	8.88E-01	18.05	0.48	47.26	0.34	7.95E-02	1.74E-01		21.41	0.18	36.77	0.21	1.23E-01	4.29E-01		0.482503275
MSTRG.426			XI	StringTie	transcript	535972	536453	481	.	YKR054C	-	DYN1	NA	NA	NA	185.57	0.03	5588.23	0.13	7.75E-01	8.88E-01	220.07	0.03	6494.08	0.13	8.06E-01	8.81E-01		369.80	-0.08	7488.16	0.10	3.20E-01	6.28E-01		0.082141482
MSTRG.419			XI	StringTie	transcript	322196	322910	714	-	YKL063C	-	YKL063C	YKL062W	+	MSN4	4.19	-0.06	84.07	0.40	7.75E-01	8.88E-01	4.06	-0.11	76.18	0.48	7.15E-01	8.14E-01		14.13	-0.01	199.99	0.21	9.39E-01	9.92E-01		0.113294848
MSTRG.204	CP_supported		V	StringTie	transcript	155928	156513	585	-	YER001W	+	MNN1	YER002W	+	NOP16	6.29	0.05	158.13	0.34	7.82E-01	8.94E-01	10.47	-0.72	234.31	0.42	2.04E-02	5.75E-02		13.08	-0.18	188.35	0.23	1.06E-01	3.99E-01		0.724708219
MSTRG.127	CP_supported		IV	StringTie	transcript	1156583	1159387	2804	-	YDR342C	-	HXT7	YDR343C	-	HXT6	16.01	-0.05	77.49	0.26	7.85E-01	8.96E-01	20.59	0.00	103.39	0.29	9.88E-01	9.92E-01		48.21	-0.11	159.88	0.19	3.37E-01	6.35E-01		0.110317771
MSTRG.156	CP_supported		IX	StringTie	transcript	261021	261271	250	-	YIL049W	+	DFG10	YIL048W	+	NEO1	4.28	0.05	251.94	0.38	7.87E-01	8.97E-01	3.23	0.03	131.61	0.53	9.10E-01	9.48E-01		5.64	0.01	186.99	0.23	8.68E-01	1.00E+00		0.05313507
MSTRG.110	CP_supported		IV	StringTie	transcript	620271	621706	1435	-	tR(ACG)D	-	tR(ACG)D	YDR089W	+	VTC5	23.92	0.05	218.76	0.24	7.90E-01	8.98E-01	26.21	0.43	278.18	0.27	7.10E-02	1.60E-01		31.80	0.04	232.06	0.18	7.40E-01	9.13E-01		0.426284106
MSTRG.328			VII	StringTie	transcript	1066064	1067190	1126	+	YGR286C	-	BIO2	YGR287C	-	IMA1	27.14	-0.05	345.05	0.23	7.91E-01	8.98E-01	25.24	0.08	301.00	0.26	7.15E-01	8.14E-01		47.18	-0.08	405.29	0.17	4.90E-01	7.76E-01		0.084260658
MSTRG.168			Mito	StringTie	transcript	350	1110	760	+	NA	NA	NA	NA	NA	NA	28.01	0.04	568.61	0.22	8.02E-01	9.03E-01	26.73	-0.02	493.96	0.27	9.31E-01	9.59E-01		81.95	0.41	1050.83	0.17	1.48E-03	2.63E-02		0.405269722
MSTRG.601	CP_supported		XV	StringTie	transcript	422691	424733	2042	+	YOR049C	-	YOR049C	YOR051C	-	ETT1	255.98	-0.03	1758.98	0.12	8.02E-01	9.03E-01	299.23	-0.18	1929.89	0.12	1.21E-01	2.38E-01		451.37	-0.05	2074.96	0.10	5.24E-01	7.98E-01		0.178179216
MSTRG.659	CP_supported	YPL047W_3UTR	XVI	StringTie	transcript	466262	466668	406	+	YPL047W	+	SGF11	YPL045W	+	VPS16	238.85	0.03	8211.72	0.12	8.01E-01	9.03E-01	258.99	-0.13	8923.49	0.12	2.84E-01	4.38E-01		284.05	-0.04	6814.71	0.11	5.96E-01	8.35E-01		0.12763923
MSTRG.383			X	StringTie	transcript	278310	278801	491	-	YJL084C	-	ALY2	YJL083W	+	TAX4	34.87	-0.04	1050.58	0.21	7.99E-01	9.03E-01	32.12	-0.08	928.13	0.24	7.01E-01	8.05E-01		109.95	0.00	2247.00	0.13	9.82E-01	1.00E+00		0.083023785
MSTRG.469	CP_supported		XII	StringTie	transcript	682337	682628	291	-	YLR270W	+	DCS1	YLR271W	+	CMG1	4.47	0.05	167.79	0.39	8.01E-01	9.03E-01	5.23	-0.63	247.32	0.54	6.66E-02	1.53E-01		9.25	0.06	290.08	0.22	5.59E-01	1.00E+00		0.630932841
MSTRG.91			IV	StringTie	transcript	267659	267981	322	-	YDL109C	-	YDL109C	YDL107W	+	MSS2	7.09	0.05	316.28	0.33	8.07E-01	9.06E-01	8.86	0.34	321.55	0.40	2.58E-01	4.08E-01		10.46	0.12	328.32	0.23	2.53E-01	5.84E-01		0.339036662
MSTRG.229	CP_supported		V	StringTie	transcript	488243	488519	276	-	tE(UUC)E3	-	tE(UUC)E3	YER158C	-	YER158C	7.35	0.05	246.28	0.34	8.07E-01	9.06E-01	8.98	0.23	376.85	0.40	4.35E-01	5.89E-01		13.27	0.12	475.06	0.22	2.60E-01	5.88E-01		0.232563267
MSTRG.389	CP_supported		X	StringTie	transcript	460815	461579	764	-	YJR013W	+	GPI14	YJR014W	+	TMA22	17.04	-0.04	307.83	0.25	8.10E-01	9.07E-01	14.75	-0.45	268.85	0.34	9.76E-02	2.03E-01		38.38	0.10	486.63	0.18	3.66E-01	6.64E-01		0.452914649
MSTRG.11	CP_supported		I	StringTie	transcript	151681	152053	372	-	YAL001C	-	TFC3	YAR002W	+	NUP60	15.33	0.04	583.95	0.26	8.18E-01	9.09E-01	13.94	-0.67	616.64	0.37	2.20E-02	6.05E-02		21.94	-0.15	536.43	0.21	1.90E-01	5.33E-01		0.667909945
MSTRG.480	CP_supported		XIII	StringTie	transcript	8848	9748	900	-	YML132W	+	COS3	YML131W	+	YML131W	10.19	0.04	157.55	0.29	8.17E-01	9.09E-01	14.00	0.24	192.25	0.34	3.88E-01	5.44E-01		19.22	-0.14	236.52	0.21	2.15E-01	5.50E-01		0.235940787
MSTRG.13	CP_supported		I	StringTie	transcript	180143	181044	901	-	YAR023C	-	YAR023C	tL(CAA)A	+	tL(CAA)A	26.45	-0.04	380.99	0.23	8.15E-01	9.09E-01	26.73	0.00	418.67	0.26	9.83E-01	9.90E-01		43.51	-0.04	462.87	0.17	7.44E-01	9.13E-01		0.0398594
MSTRG.587			XV	StringTie	transcript	83255	83593	338	-	YOL126C	-	MDH2	YOL125W	+	TRM13	3.09	-0.05	111.91	0.42	8.18E-01	9.09E-01	1.18	-0.16	40.68	0.66	5.93E-01	1.00E+00		7.12	-0.03	161.43	0.23	7.34E-01	1.00E+00		0.160736743
MSTRG.627			XV	StringTie	transcript	978619	979936	1317	+	YOR344C	-	TYE7	tP(UGG)O3	+	tP(UGG)O3	40.86	-0.04	427.05	0.19	8.21E-01	9.11E-01	34.14	-0.15	349.32	0.23	4.61E-01	6.20E-01		50.13	-0.23	379.89	0.19	5.61E-02	2.90E-01		0.234733925
MSTRG.640	CP_supported		XVI	StringTie	transcript	52942	53425	483	+	YPL259C	-	APM1	YPL258C	-	THI21	12.39	-0.04	319.87	0.28	8.24E-01	9.13E-01	10.46	-0.60	302.11	0.40	4.81E-02	1.20E-01		15.42	-0.13	320.28	0.21	2.53E-01	5.84E-01		0.595568852
MSTRG.338			VIII	StringTie	transcript	18452	18883	431	+	YHL041W	+	YHL041W	YHL040C	-	ARN1	6.56	-0.04	215.22	0.33	8.28E-01	9.15E-01	6.80	-0.49	208.66	0.45	1.25E-01	2.43E-01		6.09	-0.01	126.26	0.23	8.60E-01	1.00E+00		0.485710576
MSTRG.183			Mito	StringTie	transcript	66785	67009	224	+	tQ(UUG)Q	+	tQ(UUG)Q	tK(UUU)Q	+	tK(UUU)Q	5.32	-0.04	303.47	0.36	8.33E-01	9.17E-01	6.15	-0.20	371.08	0.43	5.08E-01	6.56E-01		17.02	0.17	642.67	0.22	1.41E-01	4.71E-01		0.201808036
MSTRG.97			IV	StringTie	transcript	410722	411448	726	-	tA(AGC)D	+	tA(AGC)D	YDL023C	-	YDL023C	10.53	0.04	191.04	0.30	8.31E-01	9.17E-01	15.61	0.13	260.21	0.31	6.09E-01	7.37E-01		15.38	-0.09	193.37	0.21	4.07E-01	7.12E-01		0.133662099
MSTRG.395	CP_supported		X	StringTie	transcript	709961	710423	462	+	YJR150C	-	DAN1	NA	NA	NA	3.44	-0.04	95.64	0.41	8.35E-01	9.18E-01	7.11	0.17	184.02	0.41	5.78E-01	7.13E-01		9.67	-0.10	197.78	0.23	2.93E-01	6.12E-01		0.16665375
MSTRG.195	CP_supported		V	StringTie	transcript	33815	34367	552	-	YEL063C	-	CAN1	YEL062W	+	NPR2	21.35	0.04	552.16	0.24	8.39E-01	9.21E-01	23.47	-0.15	598.57	0.28	5.20E-01	6.66E-01		39.88	0.14	725.33	0.18	2.27E-01	5.62E-01		0.154572968
MSTRG.388	CP_supported		X	StringTie	transcript	445246	445690	444	-	YJR004C	-	SAG1	YJR005W	+	APL1	69.63	-0.03	2300.99	0.17	8.42E-01	9.22E-01	53.18	-0.62	1529.73	0.22	1.62E-03	6.63E-03	Y	112.33	-0.02	2488.26	0.13	8.44E-01	9.74E-01		0.622878395
MSTRG.176			Mito	StringTie	transcript	35595	36335	740	+	tE(UUC)Q	+	tE(UUC)Q	Q0105	+	COB	101.64	-0.03	1944.77	0.16	8.43E-01	9.22E-01	111.40	-0.31	2136.47	0.17	5.02E-02	1.24E-01		207.61	0.00	2729.18	0.12	9.58E-01	9.92E-01		0.308753336
MSTRG.12	CP_supported		I	StringTie	transcript	175331	176220	889	+	YAR019W-A	+	YAR019W-A	YAR020C	-	PAU7	53.85	0.03	894.63	0.18	8.46E-01	9.24E-01	52.84	-0.25	848.65	0.20	1.90E-01	3.30E-01		76.44	-0.15	873.03	0.15	1.74E-01	5.17E-01		0.246057095
MSTRG.443	CP_supported		XII	StringTie	transcript	193681	194106	425	+	YLR024C	-	UBR2	YLR025W	+	SNF7	3.76	0.04	98.20	0.39	8.49E-01	9.26E-01	6.14	-0.48	226.61	0.47	1.34E-01	2.53E-01		7.82	0.03	187.14	0.23	7.82E-01	1.00E+00		0.482958201
MSTRG.393	CP_supported		X	StringTie	transcript	639026	639383	357	-	YJR114W	+	YJR114W	YJR115W	+	YJR115W	9.50	0.03	310.10	0.31	8.69E-01	9.36E-01	8.36	-0.77	301.82	0.48	2.17E-02	6.00E-02		21.63	-0.18	627.79	0.21	1.20E-01	4.27E-01		0.769091359
MSTRG.2			I	StringTie	transcript	9329	9903	574	+	YAL067C	-	SEO1	YAL066W	+	YAL066W	6.50	0.03	171.87	0.33	8.71E-01	9.36E-01	7.03	-0.24	178.67	0.41	4.20E-01	5.77E-01		25.82	0.14	393.56	0.21	2.14E-01	5.50E-01		0.242047936
MSTRG.347			VIII	StringTie	transcript	249725	250222	497	-	YHR075C	-	PPE1	YHR076W	+	PTC7	17.65	-0.03	510.18	0.26	8.66E-01	9.36E-01	22.60	-0.23	627.69	0.28	3.34E-01	4.93E-01		33.92	0.09	683.52	0.18	4.18E-01	7.25E-01		0.231852332
MSTRG.643			XVI	StringTie	transcript	129455	129744	289	+	YPL223C	-	GRE1	YPL222W	+	FMP40	11.45	-0.03	576.08	0.28	8.68E-01	9.36E-01	13.93	-0.20	718.39	0.34	4.76E-01	6.34E-01		30.92	0.04	1049.73	0.18	7.18E-01	9.02E-01		0.196101789
MSTRG.564			XIV	StringTie	transcript	735925	736478	553	+	YNR058W	+	BIO3	YNR059W	+	MNT4	7.42	0.03	179.58	0.32	8.70E-01	9.36E-01	6.42	-0.21	190.93	0.42	4.87E-01	6.43E-01		15.62	-0.03	298.20	0.21	7.50E-01	9.19E-01		0.210882455
MSTRG.537	CP_supported		XIV	StringTie	transcript	301359	302301	942	-	YNL179C	-	YNL179C	YNL178W	+	RPS3	25.78	-0.03	378.47	0.22	8.63E-01	9.36E-01	18.27	-0.27	257.00	0.31	2.90E-01	4.45E-01		30.29	0.01	310.55	0.18	9.08E-01	9.83E-01		0.2726541
MSTRG.428	CP_supported		XI	StringTie	transcript	581373	581688	315	-	YKR075W-A	+	YKR075W-A	YKR076W	+	ECM4	3.34	-0.03	175.48	0.40	8.67E-01	9.36E-01	4.21	-0.12	147.08	0.50	6.95E-01	8.02E-01		4.53	0.15	143.90	0.27	5.74E-02	1.00E+00		0.149311918
MSTRG.488		YML056C_5UTR	XIII	StringTie	transcript	164444	164673	229	-	snR54	-	snR54	YML055W	+	SPC2	4.56	0.03	281.69	0.38	8.66E-01	9.36E-01	4.06	0.13	220.03	0.48	6.76E-01	7.92E-01		8.32	0.05	369.60	0.22	6.25E-01	1.00E+00		0.129660007
MSTRG.661	CP_supported		XVI	StringTie	transcript	510289	510593	304	+	YPL022W	+	RAD1	YPL021W	+	ECM23	5.78	-0.03	267.35	0.35	8.72E-01	9.36E-01	7.59	-0.37	329.84	0.42	2.26E-01	3.74E-01		13.92	0.13	452.21	0.22	2.27E-01	5.62E-01		0.370167087
MSTRG.451	CP_supported		XII	StringTie	transcript	315758	315977	219	-	YLR087C	-	CSF1	YLR088W	+	GAA1	10.04	-0.03	650.89	0.31	8.74E-01	9.36E-01	13.11	-0.35	764.01	0.34	2.01E-01	3.41E-01		31.51	0.06	1372.74	0.18	5.73E-01	8.18E-01		0.353228625
MSTRG.66	CP_supported		III	StringTie	transcript	176679	176890	211	-	YCR030C	-	SYP1	snR65	+	snR65	10.36	0.03	641.32	0.30	8.77E-01	9.38E-01	11.98	-0.26	825.79	0.34	3.50E-01	5.08E-01		17.33	-0.14	770.88	0.22	2.20E-01	5.56E-01		0.257805095
MSTRG.298			VII	StringTie	transcript	659896	661673	1777	-	YGR089W	+	NNF2	tT(UGU)G1	+	tT(UGU)G1	153.65	0.03	182.74	0.50	8.79E-01	9.38E-01	27.60	0.80	216.46	0.29	1.25E-03	5.22E-03	Y	21.51	-0.02	120.06	0.20	8.56E-01	9.75E-01		0.799495783
MSTRG.460	CP_supported		XII	StringTie	transcript	489612	490492	880	-	YLR162W	+	YLR162W	YLR163C	-	MAS1	56.29	0.03	519.96	0.31	8.80E-01	9.38E-01	93.93	0.12	1304.57	0.20	5.12E-01	6.59E-01		88.95	0.00	494.08	0.23	9.66E-01	9.96E-01		0.121224003
MSTRG.447	CP_supported		XII	StringTie	transcript	224233	224681	448	+	YLR037C	-	PAU23	YLR038C	-	COX12	15.01	0.03	475.15	0.26	8.84E-01	9.40E-01	18.72	-0.05	585.94	0.29	8.34E-01	9.00E-01		18.62	-0.16	432.72	0.21	1.63E-01	5.04E-01		0.159477571
MSTRG.354	CP_supported		VIII	StringTie	transcript	293890	294616	726	+	YHR095W	+	YHR095W	YHR096C	-	HXT5	17.86	-0.03	343.71	0.25	8.85E-01	9.40E-01	18.40	-0.12	354.26	0.31	6.41E-01	7.58E-01		40.49	-0.06	548.38	0.17	5.67E-01	8.18E-01		0.12044387
MSTRG.188			Mito	StringTie	transcript	77430	78083	653	-	Q0255	+	Q0255	tT(UAG)Q2	-	tT(UAG)Q2	22.31	-0.02	454.65	0.24	8.87E-01	9.41E-01	21.44	-0.48	458.74	0.29	5.26E-02	1.27E-01		68.38	0.23	961.04	0.17	5.91E-02	2.97E-01		0.476888659
